Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
4599,4952523,221307.0,1999,1,100,98.5,10.7,0.6,74.55,40.770215,-73.953717,8.0,132.0,6.416241966248519,4.311470041210748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9872,3959637,60755.0,2007,1,100,4.0,0.7,0.0,23.14,40.717055,-73.954305,1.0,519.0,1.7578579175523736,3.1415627217655304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13762,4412528,115396.0,1956,1,100,91.2,,,86.82,,,,,6.198681947871933,4.4638370098714475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,2674172,105231.0,1995,1,100,159.3,13.6,0.2,93.9,40.749461,-73.979619,6.0,82.0,4.486386649998124,4.542230386214217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11099,2817268,230198.0,1951,2,100,65.8,3.3,0.6,39.07,40.61951,-74.040225,10.0,5202.0,6.495265555937008,3.6653549090669792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3886,4930241,244619.0,1927,1,70,56.3,12.0,0.1,45.76,40.760701,-73.970671,5.0,11203.0,5.20893955539682,3.8234103470715426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14987,4940405,51110.0,1906,1,100,75.0,4.1,0.7,95.46,40.695759,-73.993826,2.0,502.0,5.154446996128335,4.55870731157775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5414,2665078,106149.0,1928,1,100,57.0,3.0,0.5,42.36,40.800773,-73.966481,7.0,195.0,5.772375266121813,3.7462045207332055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,4335439,66283.0,2001,1,100,95.0,11.1,0.6,399.21,40.758506,-73.99074499999999,4.0,121.0,5.187385805840755,5.98948759422376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12251,2646892,112000.0,1922,1,100,51.9,10.8,0.2,,,,,,4.4942386252808095,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,5830288,66524.0,1930,1,95,5.0,1.2,0.0,0.0,40.744489,-73.996554,4.0,91.0,1.1314021114911006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12100,2921585,54735.0,1935,1,100,174.6,12.1,0.4,,,,,,6.3178864478756935,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13039,2805513,141900.0,1966,1,100,35.3,3.1,0.3,52.1,,,,,5.099866427824199,3.9531649487593215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2651962,404245.0,1920,1,100,57.7,10.8,0.1,0.03,40.743855,-73.987914,5.0,58.0,6.344231866215697,-3.506557897319982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12599,2805492,85804.0,1931,1,100,65.2,3.0,0.6,58.99,,,,,5.6153154933338705,4.077367938014984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8818,4044737,55400.0,1958,1,90,72.3,2.9,0.7,52.05,40.897985,-73.897018,8.0,351.0,5.316157284676367,3.952204795060978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5676,2809849,60104.0,1942,1,100,128.5,0.0,1.5,34.05,40.809309000000006,-73.964263,9.0,205.0,6.051147549269156,3.527830032595521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4665,2638900,64058.0,1925,1,100,76.0,5.8,0.6,30.33,40.777194,-73.95985,8.0,142.0,5.244389024522481,3.41213732170049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7648,2709798,130130.0,1920,1,100,50.8,0.5,0.5,1124.18,40.863558000000005,-73.90609599999999,7.0,263.0,5.882765130184641,7.024809159980974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8446,3248828,97387.0,1947,1,100,51.4,0.5,0.5,0.78,40.855707,-73.85884899999999,11.0,248.0,5.551407994230199,-0.2484613592984996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12550,2805448,65628.0,1937,1,100,65.2,2.9,0.6,39.97,,,,,5.353278924622011,3.688129172723232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11454,4907535,61000.0,1959,1,90,16.2,4.0,0.0,,40.606758,-73.960824,15.0,554.0,1.8562979903656263,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6132,3122845,51780.0,1900,1,100,104.8,0.7,0.0,14.28,40.861098,-73.92760899999999,12.0,285.0,5.989713014069176,2.658859956911438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,2806396,96480.0,2005,1,100,84.4,12.2,0.5,41.3,40.739814,-73.985446,5.0,68.0,5.380358076884246,3.720862499966987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9975,4919098,186779.0,2014,1,50,63.7,13.5,0.2,45.83,40.718425,-73.948662,1.0,515.0,4.911183215124596,3.8249388985210326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,3550677,153689.0,1926,1,100,84.9,17.7,,5.75,40.752209,-73.969924,6.0,90.0,5.82923969201315,1.749199854809259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050,3087385,117180.0,1929,1,100,45.6,,0.1,,40.772879,-73.945963,8.0,136.0,4.087655574071304,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6691,4495825,102499.0,1928,1,100,82.3,3.9,0.7,128.14,40.824692,-73.92660500000001,4.0,63.0,5.972791281842361,4.853123416210876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,2779406,100277.0,1890,1,100,81.8,14.3,,,40.716124,-74.010551,1.0,21.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11269,2846393,50400.0,1931,1,100,77.3,3.3,0.7,51.3,40.609478,-73.984776,11.0,430.0,5.170483995038151,3.937690752176724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5535,2678668,263670.0,2003,1,90,84.0,22.0,0.1,11.71,40.807946,-73.94586600000001,10.0,222.0,4.694096395182493,2.460443177609626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11230,4042873,55800.0,1936,1,100,91.3,3.6,0.9,,40.626466,-73.972027,12.0,46201.0,5.451896454476337,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,2682647,119533.0,1931,1,100,63.5,4.7,0.5,38.12,40.735451,-73.996399,2.0,63.0,5.81740873473106,3.6407390787860012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,2777771,199526.0,1966,1,100,74.5,4.3,0.0,,40.791585,-73.96854499999999,7.0,177.0,3.427514689979529,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11105,4735452,61800.0,1928,1,100,89.5,4.7,0.7,,,,,,5.4988062272974405,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9787,2817260,187667.0,1958,1,100,77.1,4.3,0.6,42.22,40.692491,-73.979038,2.0,31.0,6.437431598525476,3.7428940424201746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,5849848,64598.0,1979,1,100,69.8,7.6,0.2,36.09,40.748882,-73.983524,5.0,82.0,5.236441962829949,3.586015818654697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8707,2682496,129600.0,1960,1,100,69.2,3.6,0.6,28.62,40.878975,-73.916687,8.0,29302.0,5.96255053694334,3.3541057741283047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8457,4020017,77418.0,1927,1,90,125.5,4.3,0.0,,40.860036,-73.870734,11.0,33201.0,6.1911347422365495,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3546,2643221,64598.0,1920,1,100,88.6,8.5,0.6,73.96,40.792794,-73.975326,7.0,179.0,5.296816240421769,4.303524406518924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12514,4413839,90950.0,1950,1,100,78.9,4.1,0.7,,,,,,5.744924417987376,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5602,4043054,59464.0,1900,1,100,45.7,4.9,0.3,91.01,40.811338,-73.952163,10.0,257.0,4.650143551630823,4.510969390589264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9701,4404434,651914.0,1944,5,100,102.6,2.1,1.0,41.54,40.692332,-73.968642,2.0,195.0,8.09958464936138,3.726656818447966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6863,5858683,63138.0,1960,1,100,134.0,32.4,0.3,,40.809671,-73.893015,2.0,93.0,4.314817884980432,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,4939808,,1914,2,100,69.9,3.2,0.0,35.02,,,,,5.69608626802173,3.555919326857706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12589,3120828,128535.0,1970,1,100,58.4,3.7,0.3,49.67,,,,,6.085182550981734,3.905401129119259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,4950814,57512.0,1900,1,95,87.5,5.4,0.7,70.12,40.796435,-73.948274,11.0,17401.0,5.342812606434588,4.250208060053033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4490,4038891,153962.0,1959,1,100,69.6,4.6,,55.66,40.763246,-73.962407,8.0,110.0,6.512190995551235,4.019261756097745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,5871112,146549.0,1957,1,100,76.2,7.3,0.5,56.69,40.757501,-73.96889300000001,6.0,98.0,5.966403116512611,4.037597828336212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9326,4034600,60450.0,1970,1,100,55.1,3.1,0.5,35.69,40.67706,-73.97045200000001,8.0,163.0,5.101694025043223,3.574870537502069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12948,4897297,70500.0,1949,1,95,87.2,3.4,0.8,98.56,,,,,5.682899263739777,4.59066549978521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14210,4412512,114780.0,1940,1,100,102.0,7.2,0.0,115.52,,,,,6.552079835376488,4.749443675144516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10418,4043804,98880.0,1965,1,100,64.4,2.9,0.6,37.32,40.654265,-73.948031,17.0,818.0,5.797576353942562,3.619529375979143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,4401395,56073.0,1977,1,100,163.3,19.5,0.4,,40.759269,-73.971148,5.0,100.0,5.8544986920348245,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6375,3526793,127255.0,1920,1,100,97.0,3.7,,56.74,40.868764,-73.923244,12.0,295.0,6.474816193873218,4.038479429380705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5588,3505210,80555.0,1900,1,100,130.4,9.3,1.0,105.01,40.806549,-73.953825,10.0,257.0,6.035481432524756,4.654055583717902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,4041531,160049.0,1926,1,100,124.2,8.9,1.0,79.92,40.777019,-73.98281,7.0,155.0,6.704291798434754,4.381026134340298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,2383263,81040.0,1920,1,100,33.4,6.7,0.1,18.26,40.731399,-74.007927,2.0,69.0,3.9259259105971376,2.9047128751668225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,2807294,211466.0,1920,1,100,110.9,14.0,0.7,142.41,40.757998,-73.98921800000001,5.0,119.0,6.612309815912522,4.958710221231336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14208,2746846,122640.0,1959,2,100,99.0,4.4,0.8,51.11,,,,,6.322565239927284,3.933980172780188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,2563453,337000.0,1915,1,100,67.9,14.0,0.2,,40.742227,-73.991162,5.0,58.0,5.696757859719236,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7373,3109825,102885.0,2007,1,100,72.2,,,67.63,40.841516,-73.885486,6.0,359.0,5.762994334288047,4.214051671586849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,3177676,54959.0,1999,1,100,176.9,27.0,0.9,108.12,40.762621,-73.975211,5.0,11201.0,5.549465114271844,4.683241721408247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7940,2926164,85956.0,1928,1,100,142.9,3.1,0.0,67.39,40.867919,-73.895604,7.0,40304.0,6.888674391169345,4.2104966389581255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5906,3127349,60000.0,1925,1,100,98.2,5.1,0.5,69.96,40.84241,-73.938743,12.0,253.0,5.849324779946859,4.247923650150401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6547,4835756,147445.0,1921,1,100,89.4,7.3,0.7,106.76,40.83215,-73.912702,4.0,175.0,6.227919112481864,4.670583324536324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722,2450175,330448.0,1993,1,95,95.2,20.0,,,40.756122,-73.978946,5.0,94.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6981,5865071,63608.0,1910,1,100,146.9,13.9,0.2,,40.824343,-73.89189,2.0,119.0,6.107468222864288,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6624,2718825,92180.0,1940,1,100,81.1,3.9,0.4,63.55,40.82842,-73.920035,4.0,18301.0,5.953503040820864,4.151826997635463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12454,3506774,118312.0,1955,1,100,54.3,3.5,0.5,1.71,,,,,5.582367852765768,0.5364933705145685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,5862906,141335.0,1996,1,100,81.9,2.8,0.6,,40.6884,-73.99910600000001,6.0,49.0,6.407869595254481,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13330,3536634,52454.0,1932,1,100,86.4,2.5,,41.77,40.717289,-73.84094300000001,6.0,76901.0,5.771129548115811,3.732178378509084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10981,2966738,140066.0,1953,1,100,108.8,18.7,0.5,,40.633951,-74.01307800000001,10.0,118.0,5.432411101028736,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6600,2643944,72276.0,1936,1,100,94.1,4.2,0.8,,40.833435,-73.917106,4.0,18102.0,5.714392653768217,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,3448557,449437.0,1970,1,100,51.5,11.3,,12.43,40.745539,-73.982453,5.0,72.0,,2.5201129055226197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10429,4411818,114346.0,1956,1,100,83.1,4.3,0.7,69.73,40.649161,-73.945368,17.0,856.0,6.0239317372454835,4.244630641232919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8314,2731795,53285.0,1959,1,100,32.0,5.4,0.1,,40.845571,-73.84621700000001,11.0,200.0,3.634951112088381,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12215,5052729,64875.0,1931,1,30,34.5,1.5,0.3,40.05,,,,,4.61015772749913,3.6901286735143684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7843,2817694,88440.0,2000,1,100,101.8,4.8,0.9,90.44,,,,,5.991214515852772,4.504686647409769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12943,2798611,131340.0,1952,1,100,101.7,4.2,0.9,58.1,,,,,6.406879986069314,4.062165663857866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
